,Unnamed: 0,Timestamp,Data1,Data2,Label
0,0,6.0,-3.73,-3.13,0
1,1,6.01,0.1,-4.46,0
2,2,6.03,2.06,-3.69,0
3,3,6.04,3.18,-1.12,0
4,4,6.05,4.35,3.44,0
5,5,6.07,2.57,8.03,0
6,6,6.08,-0.19,5.1,0
7,7,6.09,1.98,-7.06,0
8,8,6.11,5.11,-16.12,0
9,9,6.12,0.05,-12.07,0
10,10,6.13,-9.62,-3.24,0
11,11,6.15,-8.53,6.73,0
12,12,6.16,7.39,28.67,0
13,13,6.17,21.92,68.94,0
14,14,6.19,25.16,126.3,0
15,15,6.2,23.39,150.4,0
16,16,6.21,8.25,128.24,0
17,17,6.23,-26.82,165.54,0
18,18,6.24,-39.04,218.44,0
19,19,6.25,5.18,169.21,0
20,20,6.27,41.88,151.25,0
21,21,6.28,18.82,189.9,0
22,22,6.29,1.8,100.18,0
23,23,6.31,22.5,-4.24,0
24,24,6.32,23.7,70.62,0
25,25,6.33,-8.85,115.08,0
26,26,6.35,-39.4,-62.64,0
27,27,6.36,-29.85,-191.47,0
28,28,6.37,27.25,-8.41,0
29,29,6.39,62.67,252.17,0
30,30,6.4,32.08,260.48,0
31,31,6.41,-3.12,119.02,0
32,32,6.43,-24.49,51.74,0
33,33,6.44,-53.38,13.47,0
34,34,6.45,-32.73,-28.67,0
35,35,6.47,29.03,6.11,0
36,36,6.48,28.6,42.88,0
37,37,6.49,-28.81,-13.73,0
38,38,6.51,-59.66,-106.96,0
39,39,6.52,-59.36,-188.02,0
40,40,6.53,-58.37,-228.93,0
41,41,6.55,-48.53,-198.68,0
42,42,6.56,-32.6,-175.45,0
43,43,6.57,-25.91,-220.59,0
44,44,6.59,-21.35,-223.53,0
45,45,6.6,-20.32,-144.73,0
46,46,6.61,-24.11,-135.66,0
47,47,6.63,-12.24,-218.14,0
48,48,6.64,14.54,-226.14,0
49,49,6.65,16.0,-173.12,0
50,50,6.67,-17.58,-227.93,0
51,51,6.68,-27.16,-288.41,0
52,52,6.69,5.17,-144.75,0
53,53,6.71,24.08,5.48,0
54,54,6.72,23.35,-115.82,0
55,55,6.73,30.16,-292.33,0
56,56,6.75,20.83,-232.49,0
57,57,6.76,-13.63,-107.37,0
58,58,6.77,-27.25,-136.41,0
59,59,6.79,-8.72,-189.34,0
60,60,6.8,4.04,-117.66,0
61,61,6.81,-2.1,-22.6,0
62,62,6.82,-12.21,-48.66,0
63,63,6.84,-6.7,-127.38,0
64,64,6.85,22.52,-121.33,0
65,65,6.86,43.88,-75.75,0
66,66,6.88,31.44,-60.07,0
67,67,6.89,12.23,-53.29,0
68,68,6.91,11.62,-69.69,0
69,69,6.92,31.01,-78.37,0
70,70,6.93,64.37,-12.56,0
71,71,6.95,72.79,41.98,0
72,72,6.96,31.76,11.18,0
73,73,6.97,-16.2,5.14,0
74,74,6.99,-31.06,46.91,0
75,75,7.0,-21.38,9.35,0
76,76,7.01,-6.49,-58.11,0
77,77,7.03,4.27,-14.27,0
78,78,7.04,10.13,58.15,0
79,79,7.05,16.48,46.62,0
80,80,7.07,16.73,31.34,0
81,81,7.08,3.56,56.28,0
82,82,7.09,-2.58,42.71,0
83,83,7.11,11.66,-0.72,0
84,84,7.12,26.54,4.32,0
85,85,7.13,29.79,47.6,0
