,Unnamed: 0,Timestamp,Data1,Data2,Label
0,0,6.0,5.42,21.05,0
1,1,6.01,-1.1,4.26,0
2,2,6.03,4.15,-35.99,0
3,3,6.04,-0.4,5.96,0
4,4,6.05,-2.68,14.83,0
5,5,6.07,9.99,-15.84,0
6,6,6.08,6.57,12.57,0
7,7,6.09,-3.2,3.1,0
8,8,6.11,2.9,-33.9,0
9,9,6.12,-1.69,5.6,0
10,10,6.13,-8.82,12.76,0
11,11,6.15,4.71,-22.2,0
12,12,6.16,8.51,12.33,0
13,13,6.17,3.99,20.65,0
14,14,6.19,16.23,-18.76,0
15,15,6.2,11.69,-21.96,0
16,16,6.21,-5.89,-80.27,0
17,17,6.23,31.71,-54.52,0
18,18,6.24,89.03,261.77,0
19,19,6.25,66.88,479.76,0
20,20,6.27,6.95,324.85,0
21,21,6.28,7.03,89.12,0
22,22,6.29,45.41,-67.66,0
23,23,6.31,39.22,-28.7,0
24,24,6.32,-23.35,282.99,0
25,25,6.33,-51.77,463.75,0
26,26,6.35,-10.35,302.09,0
27,27,6.36,0.41,152.43,0
28,28,6.37,-41.6,175.97,0
29,29,6.39,-48.16,186.25,0
30,30,6.4,-24.06,121.28,0
31,31,6.41,-26.96,72.15,0
32,32,6.43,-43.11,59.8,0
33,33,6.44,-43.09,40.04,0
34,34,6.45,-31.18,7.5,0
35,35,6.47,-25.18,-17.08,0
36,36,6.48,-36.38,-34.07,0
37,37,6.49,-46.14,-53.45,0
38,38,6.51,-35.96,-73.23,0
39,39,6.52,-18.34,-88.66,0
40,40,6.53,0.21,-101.39,0
41,41,6.55,2.53,-114.11,0
42,42,6.56,-25.6,-125.87,0
43,43,6.57,-27.32,-135.62,0
44,44,6.59,8.91,-143.82,0
45,45,6.6,-1.75,-151.54,0
46,46,6.61,-38.01,-158.52,0
47,47,6.63,-12.47,-164.02,0
48,48,6.64,31.47,-167.87,0
49,49,6.65,39.63,-170.79,0
50,50,6.67,29.91,-173.08,0
51,51,6.68,-1.94,-174.82,0
52,52,6.69,-27.22,-175.81,0
53,53,6.71,-11.67,-175.57,0
54,54,6.72,9.98,-173.86,0
55,55,6.73,34.89,-171.76,0
56,56,6.75,53.81,-169.77,0
57,57,6.76,22.94,-167.61,0
58,58,6.77,-2.93,-164.57,0
59,59,6.79,11.74,-160.89,0
60,60,6.8,-4.49,-156.76,0
61,61,6.81,-33.28,-151.99,0
62,62,6.82,-9.53,-146.6,0
63,63,6.84,18.19,-141.16,0
64,64,6.85,15.19,-135.96,0
65,65,6.86,10.69,-130.29,0
66,66,6.88,-5.01,-123.88,0
67,67,6.89,-14.58,-117.07,0
68,68,6.91,20.53,-110.59,0
69,69,6.92,39.97,-104.32,0
70,70,6.93,10.21,-97.45,0
71,71,6.95,1.73,-90.04,0
72,72,6.96,15.15,-83.27,0
73,73,6.97,7.27,-77.03,0
74,74,6.99,5.76,-70.04,0
75,75,7.0,20.92,-62.51,0
76,76,7.01,26.18,-55.67,0
77,77,7.03,13.78,-49.31,0
78,78,7.04,-5.06,-42.5,0
79,79,7.05,3.3,-34.98,0
80,80,7.07,21.18,-27.76,0
81,81,7.08,1.85,-21.58,0
82,82,7.09,-7.95,-15.59,0
83,83,7.11,13.81,-9.54,0
84,84,7.12,1.63,-3.75,0
85,85,7.13,-20.86,2.22,0
86,86,7.15,7.06,8.4,0
87,87,7.16,37.92,14.04,0
88,88,7.17,26.74,19.01,0
89,89,7.19,-2.18,24.39,0
